약국명,대표전화,도로명주소,월요일,화요일,수요일,목요일,금요일,토요일,일요일,공휴일,구분
희망찬약국,02-2606-8287,"서울특별시 강서구 강서로 43-17, B104호(화곡동,오거닉스타워)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~16:00,-,-,주간
산호약국,02-841-0745,"서울특별시 영등포구 대림로 73, 1층 1호 (대림동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,-,-,주간
산소망약국,02-3663-1113,"서울특별시 강서구 화곡로63길 133, 1층 (등촌동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:00,-,-,주간
산돌약국,02-3431-9800,"서울특별시 송파구 백제고분로46길 9, 보인빌딩 (송파동)",09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,-,-,주간
희망약국,02-591-4251,"서울특별시 서초구 신반포로 205, (잠원동)",08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~16:00,-,-,주간
사러가약국,02-332-4964,서울특별시 서대문구 연희맛로 23 (연희동),10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,주간
희망약국,02-2299-8282,"서울특별시 성동구 고산자로 255, 1층 (도선동)",08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~16:00,-,-,주간
사랑플러스약국,02-2058-2745,서울특별시 강남구 선릉로 225,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~14:30,-,-,주간
희망약국,02-308-8038,서울특별시 서대문구 증가로 122,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~16:00,09:00~18:00,-,주간
사랑플러스약국,02-790-5392,"서울특별시 용산구 한강대로 258, (남영동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:30,-,-,주간
사랑이가득한약국,02-303-3289,서울특별시 마포구 월드컵북로 224,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~14:00,-,08:00~13:00,주간
희망약국,02-942-5138,"서울특별시 성북구 장위로 57, (장위동)",08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~16:30,-,-,주간
사랑의약국,02-3476-2273,서울특별시 서초구 신반포로 165,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~18:00,-,-,주간
희망약국,02-433-0429,서울특별시 중랑구 망우로 403 (망우동),09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-,주간
사랑의약국,02-421-5411,"서울특별시 송파구 가락로28길 3, (송파동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~18:00,-,-,주간
희망약국,02-939-9831,"서울특별시 노원구 동일로230가길 15, 103호 (상계동, 우방아파트상가)",09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,-,-,주간
사랑의약국,02-922-7111,"서울특별시 성북구 종암로 115, (종암동)",08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~16:00,-,-,주간
사랑온누리약국,02-983-2425,서울특별시 강북구 도봉로 40,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~16:00,-,-,주간
희래약국,02-355-9200,서울특별시 은평구 서오릉로18길 6-17,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,주간
희구약국,02-752-0229,"서울특별시 중구 남대문시장4길 37, (남창동)",09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~17:00,-,-,주간
사랑약국,02-846-4470,"서울특별시 영등포구 영등포로86길 16, 1층, 2층(신길동)",08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:50~14:00,-,-,주간
흥명약국,02-963-0617,"서울특별시 동대문구 고산자로30길 56, (용두동)",10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,14:00~22:30,-,주간
사랑약국,02-595-6969,서울특별시 동작구 사당로 303 (사당동),08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~19:00,-,-,주간
사랑약국,02-446-4051,서울특별시 광진구 자양로11길 6-8 (자양동),08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~13:30,-,-,주간
사랑약국,02-388-8426,"서울특별시 은평구 은평로 219-1, 1층 (녹번동)",08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~16:00,-,-,주간
사랑약국,02-6081-7938,서울특별시 중랑구 망우로 271 (상봉동),07:30~18:30,07:30~18:30,07:30~18:30,07:30~18:30,07:30~18:30,07:30~15:00,-,-,주간
사랑약국,070-8235-3170,"서울특별시 노원구 노해로 482, 4층 (상계동,덕영빌딩)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:00,-,-,주간
사랑드림약국,02-969-3222,"서울특별시 동대문구 이문로 83, 1층 (이문동)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~15:00,-,-,주간
사당프라자약국,02-3474-4170,"서울특별시 동작구 사당로 230-1, 1층 (사당동, 미래빌딩)",09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~17:00,09:00~17:00,09:00~17:00,주간
사당13번약국,02-585-2113,"서울특별시 서초구 방배천로 5-3, 1층(방배동,도양빌딩)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:00,-,-,주간
사과약국,02-3663-0625,서울특별시 강서구 강서로 391,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:00,-,-,주간
사거리현대약국,02-488-8847,"서울특별시 송파구 올림픽로 491, 1층 (풍납동, 세제빌딩)",09:00~18:15,09:00~18:15,09:00~18:15,09:00~18:15,09:00~18:15,-,-,-,주간
사가정약국,02-434-7234,"서울특별시 중랑구 사가정로51길 3, (면목동)",09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~18:00,-,-,주간
뿌리약국,02-2687-3966,서울특별시 구로구 경인로53길 15,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,-,-,-,주간
뽀빠이약국,070-8870-7582,"서울특별시 강남구 논현로 868, 1층 101호 (신사동, 구정빌딩)",09:30~21:00,09:30~21:00,09:30~21:00,09:30~21:00,09:30~21:00,09:30~20:00,-,-,주간
빛샘온누리약국,02-596-1307,서울특별시 서초구 서초대로 331,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-,주간
뉴석계프라자약국,02-914-5555,서울특별시 노원구 석계로 2,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,-,-,주간
에메랄드약국,02-3443-0991,"서울특별시 강남구 도산대로 122, 에메랄드타워 1층 (논현동)",09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,10:00~22:30,10:00~22:00,10:00~22:00,주간
뉴메디칼약국,02-2215-6291,서울특별시 동대문구 전농로 147 (전농동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~15:00,-,-,주간
뉴메디슨약국,02-991-5365,"서울특별시 도봉구 해등로 255, 101동 207호 (쌍문동, 에벤에셀)",08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:00,-,-,주간
뉴그랜드약국,02-849-6266,"서울특별시 영등포구 대림로 212, (대림동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~19:00,-,09:00~17:00,주간
누리약국,02-558-5887,"서울특별시 강남구 테헤란로 310, 3층 (역삼동)",08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,09:00~19:00,10:00~16:00,10:00~16:00,주간
논현천사약국,02-541-2953,"서울특별시 강남구 논현로 604, 태성빌딩 1층 (논현동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~19:00,-,10:00~18:00,주간
대우당약국,02-808-8960,서울특별시 금천구 은행나무로 34 (시흥동),09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,13:00~22:00,19:00~22:00,19:00~22:00,주간
비트플렉스약국,02-2200-1549,"서울특별시 성동구 고산자로14길 20-9, 2층 A05,06호(행당동,비트플렉스)",10:30~21:30,10:30~21:30,10:30~21:30,10:30~21:30,10:30~21:30,10:30~21:30,10:30~21:30,10:30~21:30,주간
비타민약국,02-892-5949,서울특별시 금천구 독산로50길 84,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,-,-,주간
비타민약국,02-864-7508,"서울특별시 구로구 구로동로 115, 청보빌딩 지하1층 (구로동)",08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~15:00,09:00~16:00,09:00~16:00,주간
비타민약국,02-2668-1805,서울특별시 강남구 논현로 839,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~16:00,-,-,주간
비타민약국,02-478-2537,"서울특별시 강동구 올림픽로 651, 3층 (천호동,예경빌딩)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:00,-,-,주간
비타민약국,02-2299-3226,"서울특별시 성동구 고산자로 253, (도선동)",09:00~18:00,09:00~18:00,09:00~13:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,주간
비즈메드약국,02-807-9284,서울특별시 금천구 시흥대로 214,09:00~19:00,09:00~19:00,09:00~19:00,09:00~21:00,09:00~19:00,09:00~15:30,-,-,주간
비전약국,02-3665-8274,서울특별시 강서구 공항대로 627,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,주간
비전약국,02-464-8127,"서울특별시 광진구 동일로18길 73, (자양동)",08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~22:00,09:00~20:00,09:00~20:00,주간
불광우리들약국,02-354-5775,"서울특별시 은평구 통일로 710, (불광동)",09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~14:00,-,-,주간
북가좌수약국,070-8243-0365,"서울특별시 서대문구 응암로 60, 경원빌딩 1층 (북가좌동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,주간
부일약국,02-2292-8620,서울특별시 성동구 왕십리로 273-1,06:00~20:00,06:00~20:00,06:00~20:00,06:00~20:00,06:00~20:00,06:00~18:00,06:00~15:00,06:00~18:00,주간
부일약국,02-2238-6974,"서울특별시 중구 청구로14길 45, (신당동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,09:00~21:00,주간
부용온누리약국,02-930-4213,"서울특별시 노원구 덕릉로73길 18, 1층(중계동,태인빌딩)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-,주간
부용약국,02-845-6360,서울특별시 영등포구 시흥대로177길 17-1,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~17:00,-,-,주간
부영약국,02-3663-1809,서울특별시 강서구 강서로56나길 110,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~12:30,-,-,주간
부산약국,02-823-7339,서울특별시 동작구 성대로 68 (상도동),09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,-,09:00~20:00,주간
부산약국,02-915-4560,"서울특별시 성북구 장위로 124, (장위동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-,주간
부부약국,02-2688-0151,"서울특별시 구로구 오류로8길 60, (오류동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:00,-,-,주간
부민약국,02-912-7393,"서울특별시 성북구 화랑로13길 9, 1층 (하월곡동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,-,-,주간
휴베이스다정약국,02-878-0222,"서울특별시 관악구 남부순환로 1944, 1층 (봉천동)",09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,10:00~22:00,-,주간
훼미리약국,02-2683-3785,"서울특별시 구로구 고척로 139, (고척동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,주간
부광약국,02-902-3654,"서울특별시 도봉구 덕릉로 398, 120호 (창동, 주공17단지상가)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:00,-,-,주간
훼미리약국,02-400-2112,"서울특별시 송파구 중대로 68 (문정동, 훼미리샤르망 106호)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:00,-,-,주간
훈민약국,02-364-1193,서울특별시 서대문구 통일로 107,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,-,-,-,주간
후생약국,02-783-1144,서울특별시 영등포구 국제금융로 78,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~18:00,-,-,주간
후생약국,02-400-0614,서울특별시 송파구 마천로45길 15 (마천동),09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:30~21:30,09:00~21:30,주간
후생약국,02-934-4861,서울특별시 노원구 동일로227길 26,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:30,-,-,주간
후문약국,02-968-1011,"서울특별시 동대문구 왕산로45길 8, 1층 (청량리동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,주간
봉천프라자약국,02-875-1711,"서울특별시 관악구 남부순환로 1734, 1층(봉천동,주원빌딩)",09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~20:00,10:00~20:00,10:00~20:00,주간
후문약국,02-971-0241,"서울특별시 노원구 공릉로59나길 64, (하계동)",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:30~13:30,-,-,주간
봉천미래약국,02-877-4985,"서울특별시 관악구 남부순환로 1733, 2층 (봉천동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,주간
후문약국,02-995-8588,"서울특별시 도봉구 도봉로109길 58, (쌍문동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,주간
봉천당약국,02-883-7425,"서울특별시 관악구 봉천로 518, (봉천동)",09:30~17:30,09:30~17:30,09:30~17:30,09:30~17:30,09:30~17:30,09:30~13:30,-,-,주간
효창약국,02-2611-2789,"서울특별시 용산구 백범로 259, 지층(효창동)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~14:30,-,-,주간
연세희망약국,02-353-3589,서울특별시 은평구 연서로 175 (갈현동),08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~14:00,-,-,주간
봄온누리약국,02-909-0211,서울특별시 성북구 장위로 112,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,주간
에이스온누리약국,02-525-6623,서울특별시 서초구 방배로 76,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:00,-,-,주간
봄약국,02-413-3113,서울특별시 송파구 송파대로 451 (석촌동),08:30~20:00,08:30~20:00,08:30~20:00,08:30~18:30,08:30~18:30,08:30~16:00,-,-,주간
효성약국,02-813-0467,"서울특별시 동작구 상도로 181 (상도동, 효성약국)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,주간
온누리사랑약국,02-494-2790,"서울특별시 중랑구 용마산로 438, (면목동)",08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~14:00,-,-,주간
봄약국,02-471-6001,"서울특별시 강동구 천호대로 1116, 1층 102-1호 (성내동)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~15:00,-,-,주간
효성약국,02-336-1680,"서울특별시 마포구 성미산로 91, (성산동)",12:00~21:00,12:00~21:00,12:00~21:00,12:00~21:00,12:00~21:00,12:00~20:00,-,-,주간
신동아약국,02-463-4791,서울특별시 성동구 왕십리로 92,09:30~20:00,09:30~20:00,09:30~20:00,09:30~20:00,09:30~20:00,09:30~17:00,-,-,주간
온누리민우약국,02-969-4582,"서울특별시 성북구 돌곶이로22길 49, (석관동)",09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,13:00~21:00,13:00~21:00,주간
봄약국,02-454-6088,"서울특별시 광진구 뚝섬로 596, 1층 (자양동)",08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,-,-,주간
효성약국,02-763-4386,서울특별시 종로구 창신길 95 (창신동),08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,-,-,주간
봄약국,02-720-6774,"서울특별시 중구 남대문로10길 9, 2층 204호 (삼각동, 경기빌딩)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,10:00~14:00,-,-,주간
온누리건강약국,02-3431-4959,서울특별시 송파구 백제고분로12길 17 (잠실동),09:30~21:00,09:30~21:00,09:30~21:00,16:00~21:00,09:30~21:00,09:30~21:00,09:30~21:00,09:30~21:00,주간
효민프라자약국,02-2281-1474,"서울특별시 성동구 마조로 64, (마장동)",08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~13:00,-,-,주간
예일약국,02-453-4341,"서울특별시 광진구 구의로 23, (구의동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,-,-,주간
영생약국,02-928-5777,"서울특별시 성북구 종암로5길 36 , 상가동 1호 (종암동, 종암선경아파트)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,10:00~20:00,-,-,주간
영림약국,02-412-0640,서울특별시 송파구 올림픽로 203 (잠실동),09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~19:00,-,-,주간
영동프라자약국,02-547-0594,서울특별시 서초구 강남대로 521-4 태영빌딩 1층,09:00~20:50,09:00~20:50,09:00~20:50,09:00~20:50,09:00~20:50,09:00~18:00,-,-,주간
봄약국,02-372-3915,서울특별시 은평구 증산서길 73,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,주간
봄약국,02-741-9737,"서울특별시 종로구 지봉로 37-1, 1층 (창신동)",08:00~19:30,08:00~20:00,08:00~19:30,08:00~19:30,08:00~20:00,08:00~16:00,-,-,주간
역삼라이프약국,02-554-6881,서울특별시 강남구 테헤란로25길 59 지하1층 (역삼동),09:30~19:30,09:30~19:30,09:30~19:30,09:30~19:30,09:30~19:30,09:30~15:00,-,-,주간
여의도플러스약국,02-3775-0995,"서울특별시 영등포구 여의공원로 101, C.C.M.M빌딩 B117호 (여의도동)",09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,-,-,-,주간
엔티약국,02-6405-5500,"서울특별시 서초구 효령로 292, 서울남부터미널 117호 (서초동)",07:30~22:00,07:30~22:00,07:30~22:00,07:30~22:00,07:30~22:00,07:30~22:00,07:30~22:00,07:30~22:00,주간
엔젤팜약국,02-986-3986,"서울특별시 강북구 삼양로19길 59, 대선빌딩 1층 (미아동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~15:00,-,-,주간
온누리유진약국,02-833-3248,서울특별시 영등포구 영등포로 356 (신길동),08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~16:00,-,-,주간
온누리유미숙약국,02-2691-2849,서울특별시 양천구 목동로 185,09:30~21:00,09:30~21:00,09:30~21:00,09:30~21:00,09:30~21:00,09:30~18:00,-,-,주간
온누리우인약국,02-2226-7141,서울특별시 강남구 일원로 39 (일원동),09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~17:00,10:00~17:00,-,주간
온누리용주약국,02-2603-3375,"서울특별시 강서구 곰달래로 178, (화곡동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~18:00,-,-,주간
온누리옥산약국,02-400-8501,"서울특별시 송파구 동남로 141, 옥산빌딩 (가락동)",08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:00~18:00,-,-,주간
나래약국,02-803-9369,서울특별시 금천구 독산로 137,14:00~18:00,14:00~18:00,14:00~18:00,14:00~18:00,14:00~18:00,-,-,-,주간
온누리연세약국,02-352-2086,"서울특별시 은평구 연서로 181, 1층 (갈현동)",08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~13:00,-,-,주간
온누리엄마손약국,02-416-3389,"서울특별시 송파구 송파대로 415, 1층 (석촌동)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~17:30,-,-,주간
온누리신용약국,02-434-6821,서울특별시 중랑구 중랑천로 114-1 (중화동),10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,-,-,주간
