title,category,introduce,place,place_detail,phone_num,open_time,image_link
핑크코끼리 베이비카페,"키즈카페,실내놀이터",강릉 최초의 친환경 베이비전용카페 핑크코끼리 입니다.유기농 레스토랑 메인쉐프에게 리체크받은  레시피로 만들어 제공됩니다.안전한 먹거리와 공간으로 여러분을 만나뵙겠습니다.,강원 강릉시 홍제동,강원 강릉시 사임당로 133,070-7808-0814,매일: 11:00 ~ 21:00매주 일요일 휴무,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190902_160%2F1567418717163KvcYL_JPEG%2FpgVtFTy6fnFyhW2CMYQqXv_z.jpg
브라보키즈파크,"키즈카페,실내놀이터","인기 애니메이션 캐릭터인 헬로카봇, 메카드, 소피루비를 테마로 꾸민 키즈카페 브라보키즈파크입니다.아이들을 위한 체험 및 놀이 공간과 키즈 전용 영화관 등 다양한 콘텐츠로 구성되어 있어부모님들은 편안한 휴식을, 어린이들은 신나는 놀이와 인기 애니메이션을 함께 즐길 수 있는 차별화된 복합 놀이 공간입니다....",경기 의정부시 민락동,경기 의정부시 민락로 210,031-853-2023,매일: 10:00 ~ 22:00마트 휴점일 휴무,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190926_20%2F1569459751402uraOH_JPEG%2FOSfrFg_vVfbQdLduXiOWboIT.jpg
벨르비쥬 프리미엄 키즈카페,"키즈카페,실내놀이터",의정부 최고 프리미엄 키즈카페 벨르비쥬입니다!품격있는 놀이시설고급스러운 인테리어를 자랑하는 벨르비쥬사랑하는 아이와 함께 행복한 시간 보내세요!*드로잉 예약은 전화문의 및 카운터에서 가능합니다*,경기 의정부시 의정부동,경기 의정부시 호국로1351번길 14,031-821-1025,,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20200129_248%2F1580265715505nqzCY_PNG%2F%25B7%25CE%25B0%25ED.png
점핑런,"키즈카페,실내놀이터","지상3층,100평규모에 쾌적한 트랜폴린 키즈카페로 새로운 경사형 트램폴린과 종합놀이터 주방놀이,스피드터치,핀스크린등 아이들이 다양하게 놀 수있게 준비해 놓았습니다. 부모님은 무료입장이니 부담없이 와 주시구요. 아이와 엄마,아빠 모두가 행복한 공간이 되기위해 항상 정성을 다하겠습니다.",경기 의정부시 호원동,경기 의정부시 백석로68번길 27,031-872-0079,"주말: 10:00 ~ 20:00주말,공휴일영업합니다.추석과 설명절에는 명절당일만 쉽니다.평일: 12:00 ~ 20:00어린이집은 전화예약후 오전이용가능.월요일은 휴무(예외:방학,공휴일(전날)엔 월요일도 영업합니다.)",https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20150901_245%2F1441038569457qqAxN_PNG%2FSUBMIT_1377372740333_32794698.png
리틀란드 신세계백화점 의정부점,"키즈카페,실내놀이터",플레이타임그룹에서 신나게 놀자!   ,경기 의정부시 의정부동,경기 의정부시 평화로 525,031-8082-0844,주말: 11:00 ~ 20:30평일: 11:00 ~ 20:00금요일 11:00-20:30,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20200210_73%2F1581316350122Iomzj_JPEG%2F%25BD%25E6%25B3%25D7%25C0%25CF%2528%25C1%25A4%25BB%25E8%25B0%25A2%25C7%25FC%2529.jpg
오렌지팡팡,"키즈카페,실내놀이터","- 1시간당 1000원쿠폰 1매 증정(다음번 이용시 사용하시거나 발급당일 식음료 구매시 바로 사용가능)- 평일/주말 구분없이 밤 10시까지 영업- 단체 및 생일파티 예약은 유선 또는 카운터에 직접 방문하여 문의해주세요 ※ 매월 두번째 네번째주 화요일은 휴무입니다.",경기 의정부시 신곡동,경기 의정부시 추동로 9,031-843-6571,주말: 10:30 ~ 22:00공휴일: 10:30 ~ 22:00평일: 13:00 ~ 21:00,
아이랑키즈카페,"키즈카페,실내놀이터",,경기 파주시 조리읍 봉일천리,경기 파주시 조리읍 통일로 325,031-944-4339,주말: 09:30 ~ 20:30평일: 10:00 ~ 20:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20170529_283%2F1496035745638WH0vT_JPEG%2F186478568429532_0.jpeg
바니바니 키즈카페,"키즈카페,실내놀이터",키즈카페 바니바니입니다.,경기 파주시 와동동,경기 파주시 가온로 284,031-944-8242,주말: 10:00 ~ 20:00평일: 13:00 ~ 20:00매주 월요일 휴무,
봉봉키즈 파주점,"키즈카페,실내놀이터",,경기 파주시 목동동,경기 파주시 교하로 79,031-948-7048,,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20200127_32%2F1580134749030QrpSb_JPEG%2FzAA59y1yQgDmoXJVu0nXHlw0.jpg
카페토토 금촌,"키즈카페,실내놀이터",,경기 파주시 금촌동,경기 파주시 금빛로 4-1,031-941-6688,,
블럭하우스더카페,"키즈카페,실내놀이터",블럭방이라고 하면 아이들 블럭만 하는 곳이라고 생각하시는 분들이 많지만 저희 블럭하우스 더 카페는 부모님들의휴식을 제공하고자 블럭방과 카페 공간을 분리하여 커피한 잔의 여유를 누릴 수 있는 프리미엄 블럭방입니다.평일 11시부터 3시정도까지는 아이 고객분들이^^* 많지 않아서  여유롭게커피한 잔 편히 드시고 싶으신분들에게 ...,경기 파주시 와동동,경기 파주시 가람로116번길 57,031-947-6460,평일: 10:00 ~ 19:00방학기간(월요일휴무없음)매일: 11:00 ~ 19:00매주월요일휴무,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20180620_45%2F1529463794452rw2Yg_JPEG%2FtH9MU3gQHFJdk8vp7MciFxhm.jpg
리틀비틀 키즈카페,"키즈카페,실내놀이터",,강원 강릉시 지변동,강원 강릉시 경포로15번길 6-10,010-5369-0071,매일: 10:00 ~ 21:00월요일 휴무,
드림플라이,"키즈카페,실내놀이터",,경기 파주시 아동동,경기 파주시 경의로 1821,031-942-7145,주말: 10:30 ~ 20:00공휴일포함평일: 13:00 ~ 20:00방학기간에는 오전 10시30분 부터 20시까지,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20150901_98%2F1441087449761QAVfr_JPEG%2F156160544979973_0.jpeg
점프노리 경기가평점,"키즈카페,실내놀이터",,경기 가평군 가평읍 대곡리,경기 가평군 가평읍 오리나무길 20,031-581-5995,매일: 10:00 ~ 08:00매주월요일 휴무,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20180927_154%2F1538036287346Oqi7y_JPEG%2Fz01AOW_d066pBv_uyQKG5OLD.jpeg.jpg
노리파크 가평점,"키즈카페,실내놀이터",가평 조종면 현리에 위치한 키즈카페 노리파크 입니다!!월요일 오후 1시 오픈 합니다!!12월 지팡이사탕 이벤트 합니다!!...,경기 가평군 조종면 현리,경기 가평군 조종면 현창로 28-8,031-584-8867,주말: 10:00 ~ 21:00월요일: 13:00 ~ 20:00화요일: 10:00 ~ 20:00수요일: 10:00 ~ 20:00목요일: 10:00 ~ 20:00금요일: 10:00 ~ 20:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20191104_61%2F1572849464207aQcNm_PNG%2F71Yd9e1aoAkGdsjkXQOK5_l3.png
점핑몬스터,"키즈카페,실내놀이터",춘천KSC키즈풀퇴계점 2층에 위치한 춘천최고의 쥬니어전용 카페입니다. 입장료로 내부의 모든 시설을 무료로 이용할 수 있습니다.키즈풀 회원은 할인혜택을 드립니다.,강원 춘천시 퇴계동,강원 춘천시 솟발1길 4-33,033-818-2020,매일: 14:00 ~ 21:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20181107_271%2F1541585646298K1TUj_JPEG%2F-dnGIQ4jqoXBtSUHpAT0lNOz.jpg
키크는나무,"키즈카페,실내놀이터",합리적인 가격에 슬라임 체험가능슬라임과 키즈카페를 함께 즐기기,강원 춘천시 동내면 거두리,강원 춘천시 동내면 춘천순환로 63,033-264-1230,공휴일: 10:00 ~ 20:00단체 예약시 마감시간 연장가능화요일: 13:00 ~ 20:00매주 월요일 휴무수요일: 13:00 ~ 20:00매주 월요일 휴무목요일: 13:00 ~ 20:00매주 월요일 휴무금요일: 13:00 ~ 20:00매주 월요일 휴무토요일: 10:00 ~ 20:00단체 예약시 마감시간 연장가능,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20170815_207%2F1502762750718WdruL_PNG%2FwP-noWduqP8cY5AAy-xFp-Io.png
아이신나 키즈카페,"키즈카페,실내놀이터","키즈카페 아이신나는 유아, 어린이와 부모들이 함께 즐길수 있는 트램폴린 전문 놀이공간입니다.쾌적하고 청결한 공간에서 마음껏 뛰어놀며 즐겨보세요 아이들이 행복한 공간...",경기 파주시 문산읍 선유리,경기 파주시 문산읍 사임당로 24,031-954-8215,주말: 09:30 ~ 20:00평일: 09:30 ~ 20:00매주 월요일 휴무,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20161124_253%2F1479997392402zXP1z_JPEG%2F177074635331631_1.jpeg
블럭앤비즈,"키즈카페,실내놀이터","오픈시간 : 평일 3 - 7시 (수요일 휴무)                 주말, 공휴일, 방학 : 오전 11~오후 7시 아이들의 창의력과 집중력을 키워주는 놀이공간. 블럭앤비즈!...",제주특별자치도 서귀포시 강정동,제주 서귀포시 대청로 41,064-739-2739,주말: 11:00 ~ 19:00평일: 15:00 ~ 19:00매주 수 휴무,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190412_46%2F15550421208294w2iL_JPEG%2FMNlVKJvM1S7UOueA74GHZH0-.JPG.jpg
쁘띠몽드 인천구월점,"키즈카페,실내놀이터",청결을 최우선으로 생각하는 고품격 프리미엄 키즈카페 쁘띠몽드입니다. 아이들에게는 안전하고 재미있는 공간을 부모님들께는 안심하실 수 있고 잠시나마 쉬어가실 수 있는 여유를 드릴 수 있도록  노력하겠습니다.,인천 남동구 구월동,인천 남동구 선수촌공원로 37,032-469-1020,주말: 10:00 ~ 21:00평일: 10:00 ~ 20:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20200113_203%2F1578900172300H2eJd_JPEG%2FaRGIjqFjgZr8aEqOUKR1yFgy.jpg
오감을 깨우다,"키즈카페,실내놀이터",인천 남동구 서창동에 위치한 미술오감놀이 공간입니다.아이들이 즐겁고 재미있게 다양한 미술놀이를 즐길 수 있는 공간입니다~,인천 남동구 서창동,인천 남동구 서창남순환로 223,010-9543-0079,토요일: 10:00 ~ 19:00일요일: 10:00 ~ 14:00평일: 10:00 ~ 19:00월요일: 휴무 ~ 매주 월요일 휴무,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190718_230%2F1563418537404CjiU1_JPEG%2Ffb840EddiydV5Sqo2MyGiC23.jpg
쁘띠몽드 인천서창점,"키즈카페,실내놀이터",인천 서창2지구에 위치한 프리미엄 키즈카페 쁘띠몽드 인천서창점입니다^^,인천 남동구 서창동,인천 남동구 서창남순환로215번길 17,032-467-8369,매일: 10:00 ~ 20:00연중무휴,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20170731_249%2F1501487078956WN4NY_JPEG%2F186680638254273_0.jpeg
디제이방방,"키즈카페,실내놀이터",3월현재  코로나로인해.시간타임 예약제로 운영하고있습니다.전문 소독기로 매타임 소독과 청소를 원칙으로하고있습니다.,인천 미추홀구 용현동,인천 미추홀구 능해길46번길 38,070-4046-4415,토요일: 11:00 ~ 20:00매월첫주일요일.매주월요일휴무일요일: 11:00 ~ 20:00매월첫주일요일.매주월요일휴무화요일: 11:00 ~ 20:00매월첫주일요일.매주월요일휴무수요일: 11:00 ~ 20:00매월첫주일요일.매주월요일휴무목요일: 11:00 ~ 20:00매월첫주일요일.매주월요일휴무금요일: 11:00 ~ 20:00매월첫주일요일.매주월요일휴무,
트램폴린파크,"키즈카페,실내놀이터",,인천 미추홀구 용현동,인천 미추홀구 낙섬중로 75-1,070-4229-5700,,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20150901_98%2F1441115673596PYCXU_JPEG%2F156458603627036_0.jpeg
우리동네블럭방,"키즈카페,실내놀이터","레고,비즈,데코덴,우드.거울만들기,필통만들기,핸드폰케이스꾸미기?회원권등록시 추가시간+?많은 이용부탁드립니다?",인천 미추홀구 용현동,인천 미추홀구 토금중로40번길 4,010-5857-2082,주말: 11:00 ~ 20:007시00분공휴일: 11:00 ~ 20:007시00분평일: 12:00 ~ 20:00화요일휴무,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20200304_93%2F1583296833026CmywJ_JPEG%2FaM1Eh4yF4ZYnRQmUUnM6ujPn.jpg
노리파크인천학익점,"키즈카페,실내놀이터",,인천 미추홀구 학익동,인천 미추홀구 한나루로 349,070-7552-8782,,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20191119_140%2F1574153853385ghiwT_JPEG%2Fajt5gOFE32jtGo_DxwTTLMDr.jpg
애플키즈클럽 현대아울렛 가든파이브점,"키즈카페,실내놀이터",플레이타임그룹에서 신나게 놀자!우리 아이들을 위한 멀티 놀이공원!,서울 송파구 문정동,서울 송파구 충민로 66,02-2673-2596,,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20200210_222%2F15813015106835vPwc_JPEG%2F%25BD%25E6%25B3%25D7%25C0%25CF%2528%25C1%25A4%25BB%25E8%25B0%25A2%25C7%25FC%2529.jpg
쥬키즈런,"키즈카페,실내놀이터",,경기 성남시 수정구 창곡동,경기 성남시 수정구 위례광장로 310,031-756-5566,매일: 10:30 ~ 20:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20170519_45%2F1495165539435C9TnG_JPEG%2F5.jpg
소프트플레이코리아 롯데몰동부산점,"키즈카페,실내놀이터",,서울 강남구 수서동,서울 강남구 광평로51길 6-27,,,
릴리펏 수서점,"키즈카페,실내놀이터","안녕하세요 프리미엄 키즈카페 릴리펏 수서점입니다.아이들에게는 재미있고 신나게 놀이 공간을, 부모님들에게는 편안한 휴식처를 제공합니다^^100평 규모의 넓은 실내공간에서 아이들은 좀 더 여유롭게 뛰어 놀 수 있으며~...",서울 강남구 율현동,서울 강남구 밤고개로21길 73,02-445-1002,주말: 10:30 ~ 21:00명절 당일 휴무공휴일: 10:30 ~ 21:00평일: 11:00 ~ 21:00명절 당일 휴무,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20200123_293%2F1579741978822hQKUA_JPEG%2FN7j9sc6jfyfZRMApGgiS3uuc.jpeg.jpg
실내놀이터 키즈톡,"키즈카페,실내놀이터","안녕하세요. 개포동 키즈카페 키즈톡입니다.아이들의 신체활동 및 성장판을 자극시켜 주는 트램폴린과 우리아이를 위한 건강한 놀이터..편백놀이터!!...",서울 강남구 개포동,서울 강남구 개포로109길 9,02-451-1882,"주말: 10:30 ~ 21:00(금,토,일) 연중무휴평일: 10:30 ~ 20:00( 월~목)",https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20160928_158%2F1474992458833JYCuA_JPEG%2F176878413758144_0.jpeg
리틀비틀 양재점,"키즈카페,실내놀이터",리틀비틀 키즈카페 양재점입니다.친환경 인테리어와 부모님들이 편히 쉬실 수 있는 공간으로 구성했습니다.입구에서 열감지기를 통한 열체크로 어린이들의 건강을 최우선으로 생각하는 키즈카페가 되겠습니다....,서울 서초구 양재동,서울 서초구 동산로 64,02-573-1333,매일: 10:00 ~ 21:00매주 월요일 휴무,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20200115_211%2F1579074028427kMRNB_JPEG%2FSLTFP9es5f-VmJlE3SbZCUYV.jpg
미미위클린놀이터,"키즈카페,실내놀이터",,서울 강남구 도곡동,서울 강남구 도곡로18길 57,,,
블럭팡 서초방배점,"키즈카페,실내놀이터","안녕하세요. 블럭팡 서초방배점입니다.블럭팡은 레고대여와 매장이용 모두 가능한 레고 전문점입니다.블럭팡 방배점에서는 레고, 비즈, 우드팬시를 즐길 수 있습니다....",서울 서초구 방배동,서울 서초구 동광로12길 8,02-3482-7654,주말: 12:00 ~ 19:00평일: 13:00 ~ 19:00매주 월요일 휴무,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20181204_158%2F1543906314441mSBuE_PNG%2F5A3PIK58Zet2bQpgUPhm_W9R.png
롤리팡,"키즈카페,실내놀이터","12개월부터 초등 5~6학년 아이들까지 모두 즐겁게 놀 수 있는 레이저 방방장 롤리팡입니다. 대형 트렘펄린 외에도 다양한 놀이 시설(편백놀이방, 유아방방)로 쉽게 질리지 않고 재미있게 놀 수 있습니다.각종 파티나 모임(반모임, 어머니들 모임, 유치원 및 어린이집 모임) 대관을 위해 한 개의 반 전체가 수용 가능한 넓은 파티룸도 준비되어 있습니다....",서울 관악구 봉천동,서울 관악구 양녕로 70,02-878-2929,매일: 11:00 ~ 20:00,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20161107_212%2F1478485533443t4WE0_JPEG%2F177055528324926_0.jpeg
쁘띠몽드 서울봉천점,"키즈카페,실내놀이터","키즈카페 쁘띠몽드 서울 봉천점은 행운동 내 최고의 시설을 갖춘 프리미엄 키즈카페입니다.저희 쁘띠몽드에서 제공하는 놀이는 다음과 같습니다.-진정작용, 산림욕효과, 항원작용에 탁월한 효과가 있는 편백큐브놀이방...",서울 관악구 봉천동,서울 관악구 관악로30길 12,02-877-1136,매일: 10:00 ~ 20:00연중무휴,https://search.pstatic.net/common/?autoRotate=true&quality=95&src=http%3A%2F%2Fldb.phinf.naver.net%2F20190819_298%2F1566224677772dO7CO_JPEG%2FhTaTMKaYhV8RzVqkswt2xY6s.jpg
